-44.085126,48.635426,-14.030656
-10.212419,48.635426,5.648323
-8.599433,48.635426,5.967865
-6.986447,48.635426,6.298398
-5.373461,48.635426,6.590698
-3.760475,48.635426,6.827401
-2.147489,48.635426,7.0064
-0.534503,48.635426,7.159835
1.078483,48.635426,7.182332
2.691469,48.635426,7.067467
4.304455,48.635426,6.99113
5.917441,48.635426,6.930713
7.530427,48.635426,6.840846
9.143413,48.635426,6.697908
10.756399,48.635426,6.510559
12.369385,48.635426,6.284183
13.982371,48.635426,6.015772
15.595357,48.635426,5.704962
17.208343,48.635426,5.352622
18.821329,48.635426,4.935508
20.434315,48.635426,4.474229
22.047301,48.635426,3.976582
23.660287,48.635426,3.435706
25.273273,48.635426,2.831278
26.886259,48.635426,2.18108
28.499246,48.635426,1.464819
-44.085126,47.02244,-14.092548
-42.47214,47.02244,-12.324515
-40.859154,47.02244,-10.655982
-39.246168,47.02244,-9.118349
-37.633182,47.02244,-7.677683
-36.020196,47.02244,-6.334964
-34.40721,47.02244,-5.087583
-32.794224,47.02244,-3.928009
-31.181238,47.02244,-2.859678
-29.568251,47.02244,-1.852359
-27.955265,47.02244,-0.925261
-26.342279,47.02244,-0.059218
-24.729293,47.02244,0.762126
-23.116307,47.02244,1.502635
-21.503321,47.02244,2.190565
-19.890335,47.02244,2.84375
-18.277349,47.02244,3.441314
-16.664363,47.02244,3.967824
-15.051377,47.02244,4.448274
-13.438391,47.02244,4.901933
-11.825405,47.02244,5.280222
-10.212419,47.02244,5.590928
-8.599433,47.02244,5.914025
-6.986447,47.02244,6.260058
-5.373461,47.02244,6.57756
-3.760475,47.02244,6.835704
-2.147489,47.02244,7.030972
-0.534503,47.02244,7.20311
1.078483,47.02244,7.241565
2.691469,47.02244,7.103919
4.304455,47.02244,7.031438
5.917441,47.02244,6.985085
7.530427,47.02244,6.896504
9.143413,47.02244,6.746924
10.756399,47.02244,6.552541
12.369385,47.02244,6.326625
13.982371,47.02244,6.058328
15.595357,47.02244,5.744274
17.208343,47.02244,5.382302
18.821329,47.02244,4.967419
20.434315,47.02244,4.503215
22.047301,47.02244,3.982631
23.660287,47.02244,3.433184
25.273273,47.02244,2.822621
26.886259,47.02244,2.170836
28.499246,47.02244,1.453144
30.112232,47.02244,0.681088
31.725218,47.02244,-0.117281
-44.085126,45.409454,-14.190562
-42.47214,45.409454,-12.413785
-40.859154,45.409454,-10.748897
-39.246168,45.409454,-9.199562
-37.633182,45.409454,-7.751861
-36.020196,45.409454,-6.406827
-34.40721,45.409454,-5.167352
-32.794224,45.409454,-4.002283
-31.181238,45.409454,-2.928931
-29.568251,45.409454,-1.918822
-27.955265,45.409454,-0.991356
-26.342279,45.409454,-0.134093
-24.729293,45.409454,0.675181
-23.116307,45.409454,1.421291
-21.503321,45.409454,2.119665
-19.890335,45.409454,2.785301
-18.277349,45.409454,3.392017
-16.664363,45.409454,3.912337
-15.051377,45.409454,4.377196
-13.438391,45.409454,4.821693
-11.825405,45.409454,5.196809
-10.212419,45.409454,5.503542
-8.599433,45.409454,5.827991
-6.986447,45.409454,6.176275
-5.373461,45.409454,6.503951
-3.760475,45.409454,6.776687
-2.147489,45.409454,6.985234
-0.534503,45.409454,7.166346
1.078483,45.409454,7.189241
2.691469,45.409454,7.047504
4.304455,45.409454,6.976222
5.917441,45.409454,6.93126
7.530427,45.409454,6.843407
9.143413,45.409454,6.697415
10.756399,45.409454,6.506132
12.369385,45.409454,6.277424
13.982371,45.409454,6.004568
15.595357,45.409454,5.685835
17.208343,45.409454,5.320719
18.821329,45.409454,4.906693
20.434315,45.409454,4.445656
22.047301,45.409454,3.937659
23.660287,45.409454,3.381501
25.273273,45.409454,2.773583
26.886259,45.409454,2.113281
28.499246,45.409454,1.401141
30.112232,45.409454,0.615979
31.725218,45.409454,-0.186651
-44.085126,43.796468,-14.288817
-42.47214,43.796468,-12.517254
-40.859154,43.796468,-10.849184
-39.246168,43.796468,-9.293321
-37.633182,43.796468,-7.852676
-36.020196,43.796468,-6.50525
-34.40721,43.796468,-5.264633
-32.794224,43.796468,-4.102039
-31.181238,43.796468,-3.03133
-29.568251,43.796468,-2.023984
-27.955265,43.796468,-1.087184
-26.342279,43.796468,-0.23042
-24.729293,43.796468,0.573778
-23.116307,43.796468,1.326619
-21.503321,43.796468,2.026326
-19.890335,43.796468,2.685293
-18.277349,43.796468,3.292132
-16.664363,43.796468,3.815783
-15.051377,43.796468,4.280761
-13.438391,43.796468,4.728112
-11.825405,43.796468,5.1062
-10.212419,43.796468,5.414943
-8.599433,43.796468,5.737049
-6.986447,43.796468,6.077373
-5.373461,43.796468,6.380594
-3.760475,43.796468,6.618639
-2.147489,43.796468,6.812018
-0.534503,43.796468,6.969571
1.078483,43.796468,6.95808
2.691469,43.796468,6.90976
4.304455,43.796468,6.882328
5.917441,43.796468,6.840751
7.530427,43.796468,6.74782
9.143413,43.796468,6.600555
10.756399,43.796468,6.412336
12.369385,43.796468,6.186952
13.982371,43.796468,5.913805
15.595357,43.796468,5.591374
17.208343,43.796468,5.221983
18.821329,43.796468,4.807938
20.434315,43.796468,4.349336
22.047301,43.796468,3.842896
23.660287,43.796468,3.283308
25.273273,43.796468,2.673733
26.886259,43.796468,2.014186
28.499246,43.796468,1.305677
30.112232,43.796468,0.519943
31.725218,43.796468,-0.288566
-44.085126,42.183482,-14.374635
-42.47214,42.183482,-12.603675
-40.859154,42.183482,-10.940435
-39.246168,42.183482,-9.389393
-37.633182,42.183482,-7.964649
-36.020196,42.183482,-6.619234
-34.40721,42.183482,-5.373418
-32.794224,42.183482,-4.212114
-31.181238,42.183482,-3.141048
-29.568251,42.183482,-2.131891
-27.955265,42.183482,-1.188676
-26.342279,42.183482,-0.328577
-24.729293,42.183482,0.474745
-23.116307,42.183482,1.233515
-21.503321,42.183482,1.930239
-19.890335,42.183482,2.577813
-18.277349,42.183482,3.182848
-16.664363,42.183482,3.711933
-15.051377,42.183482,4.181784
-13.438391,42.183482,4.629579
-11.825405,42.183482,5.003606
-10.212419,42.183482,5.309848
-8.599433,42.183482,5.632225
-6.986447,42.183482,5.969416
-5.373461,42.183482,6.250717
-3.760475,42.183482,6.452122
-2.147489,42.183482,6.623332
-0.534503,42.183482,6.748996
1.078483,42.183482,6.776022
2.691469,42.183482,6.778909
4.304455,42.183482,6.775859
5.917441,42.183482,6.737187
7.530427,42.183482,6.639775
9.143413,42.183482,6.487616
10.756399,42.183482,6.298635
12.369385,42.183482,6.078066
13.982371,42.183482,5.807723
15.595357,42.183482,5.484808
17.208343,42.183482,5.115051
18.821329,42.183482,4.701978
20.434315,42.183482,4.242485
22.047301,42.183482,3.733716
23.660287,42.183482,3.172531
25.273273,42.183482,2.560393
26.886259,42.183482,1.898179
28.499246,42.183482,1.18748
30.112232,42.183482,0.405545
31.725218,42.183482,-0.40208
-44.085126,40.570496,-14.467215
-42.47214,40.570496,-12.708568
-40.859154,40.570496,-11.044065
-39.246168,40.570496,-9.502022
-37.633182,40.570496,-8.076175
-36.020196,40.570496,-6.728146
-34.40721,40.570496,-5.479933
-32.794224,40.570496,-4.319189
-31.181238,40.570496,-3.247857
-29.568251,40.570496,-2.232974
-27.955265,40.570496,-1.290529
-26.342279,40.570496,-0.433521
-24.729293,40.570496,0.370512
-23.116307,40.570496,1.131725
-21.503321,40.570496,1.828435
-19.890335,40.570496,2.474064
-18.277349,40.570496,3.076413
-16.664363,40.570496,3.608414
-15.051377,40.570496,4.081666
-13.438391,40.570496,4.523912
-11.825405,40.570496,4.893446
-10.212419,40.570496,5.206262
-8.599433,40.570496,5.532292
-6.986447,40.570496,5.867504
-5.373461,40.570496,6.145977
-3.760475,40.570496,6.348452
-2.147489,40.570496,6.514229
-0.534503,40.570496,6.615448
1.078483,40.570496,6.650674
2.691469,40.570496,6.674909
4.304455,40.570496,6.674065
5.917441,40.570496,6.62706
7.530427,40.570496,6.526748
9.143413,40.570496,6.373956
10.756399,40.570496,6.183085
12.369385,40.570496,5.963251
13.982371,40.570496,5.694203
15.595357,40.570496,5.372185
17.208343,40.570496,5.006128
18.821329,40.570496,4.595266
20.434315,40.570496,4.134427
22.047301,40.570496,3.622976
23.660287,40.570496,3.064236
