x [mm];y [mm];z [mm];X-displacement [mm];Y-displacement [mm];Z-displacement [mm];Displacement [mm];Exx [S];Eyy [S];Exy [S];Poisson's ratio -strain min/max;Poisson's ratio -Exx/Eyy;Poisson's ratio -Eyy/Exx;Poisson's ratio -strain max/min;Maximum principal strain [S];Minimum principal strain [S];Maximum shear strain [S];Maximum shear angle [°];Maximum strain angle [°];Tresca strain [S];Von Mises strain [S];du/dx [S];du/dy [S];dv/dx [S];dv/dy [S];Vorticity-z [S];Height [mm];du/dx+dv/dy [S];Div-xy [S];Stereo reconstruction error [pixel]
-15.051377;-17.497001;0.299452;0;0;0;0;0;-1.110223e-16;1.045277e-18;0;0;0;0;9.840422e-21;-1.110321e-16;5.552099e-17;45;0;7.402799e-17;7.402471e-17;0;0;2.090553e-18;-1.110223e-16;2.090553e-18;0.25766;-1.110223e-16;1.110223e-16;0
-13.438391;-17.497001;0.696144;0;0;0;0;0;2.220446e-16;-2.123425e-18;0;0;0;0;2.220649e-16;-2.030457e-20;1.110426e-16;45;0;1.480568e-16;1.4805e-16;0;0;-4.246849e-18;2.220446e-16;-4.246849e-18;0.669395;2.220446e-16;-2.220446e-16;0
-11.825405;-17.497001;1.007428;0;0;0;0;0;-1.110223e-16;-2.063116e-17;0;0;0;0;3.709896e-18;-1.147322e-16;5.922105e-17;45;0;7.89614e-17;7.775427e-17;0;-4.339384e-17;2.13153e-18;-1.110223e-16;4.552537e-17;1.01981;-1.110223e-16;1.110223e-16;0
-10.212419;-17.497001;1.346693;0;0;0;0;2.220446e-16;0;-1.221156e-17;0;0;0;0;2.227142e-16;-6.695676e-19;1.116919e-16;45;0;1.489225e-16;1.486998e-16;2.220446e-16;-2.442312e-17;0;0;2.442312e-17;1.354661;2.220446e-16;-2.220446e-16;0
-8.599433;-17.497001;1.701332;0;0;0;0;0;2.220446e-16;2.065242e-17;0;0;0;0;2.239492e-16;-1.904551e-18;1.129269e-16;45;0;1.505691e-16;1.499383e-16;0;4.343183e-17;-2.126986e-18;2.220446e-16;-4.555882e-17;1.695566;2.220446e-16;-2.220446e-16;0
-6.986447;-17.497001;2.03553;0;0;0;0;-1.110223e-16;0;1.356829e-18;0;0;0;0;1.657964e-20;-1.110389e-16;5.552773e-17;45;0;7.403697e-17;7.403145e-17;-1.110223e-16;2.713658e-18;0;0;-2.713658e-18;2.009455;-1.110223e-16;1.110223e-16;0
-5.373461;-17.497001;2.295327;0;0;0;0;-1.110223e-16;2.220446e-16;1.045341e-17;0;0;0;0;2.223724e-16;-1.113501e-16;1.668612e-16;45;0;2.224816e-16;1.961966e-16;-1.110223e-16;2.306305e-17;-2.156223e-18;2.220446e-16;-2.521928e-17;2.260092;1.110223e-16;-1.110223e-16;0
-3.760475;-17.497001;2.459565;0;0;0;0;0;-1.110223e-16;8.809097e-19;0;0;0;0;6.989164e-21;-1.110293e-16;5.551814e-17;45;0;7.402419e-17;7.402186e-17;0;6.781077e-19;1.083712e-18;-1.110223e-16;4.056041e-19;2.433883;-1.110223e-16;1.110223e-16;0
-2.147489;-17.497001;2.559883;0;0;0;0;2.220446e-16;-1.110223e-16;-6.735875e-20;0;0;0;0;2.220446e-16;-1.110223e-16;1.665335e-16;45;0;2.220446e-16;1.95825e-16;2.220446e-16;-6.777081e-19;5.429907e-19;-1.110223e-16;1.220699e-18;2.542438;1.110223e-16;-1.110223e-16;0
-0.534503;-17.497001;2.621815;0;0;0;0;0;2.220446e-16;1.056811e-17;0;0;0;0;2.225464e-16;-5.0185e-19;1.115242e-16;45;0;1.486989e-16;1.485319e-16;0;2.167949e-17;-5.432662e-19;2.220446e-16;-2.222275e-17;2.617486;2.220446e-16;-2.220446e-16;0
1.078483;-17.497001;2.685874;0;0;0;0;0;-1.110223e-16;-1.056867e-17;0;0;0;0;9.971194e-19;-1.120194e-16;5.650827e-17;45;0;7.534436e-17;7.50142e-17;0;-2.168062e-17;5.4328e-19;-1.110223e-16;2.222389e-17;2.679047;-1.110223e-16;1.110223e-16;0
2.691469;-17.497001;2.745849;0;0;0;0;0;-1.110223e-16;-1.07101e-17;0;0;0;0;1.023741e-18;-1.12046e-16;5.653489e-17;45;0;7.537986e-17;7.504094e-17;0;-2.169198e-17;2.717832e-19;-1.110223e-16;2.196376e-17;2.722045;-1.110223e-16;1.110223e-16;0
4.304455;-17.497001;2.750554;0;0;0;0;-1.110223e-16;0;-1.695206e-19;0;0;0;0;2.588413e-22;-1.110226e-16;5.551141e-17;45;0;7.401521e-17;7.401513e-17;-1.110223e-16;-3.390411e-19;0;0;3.390411e-19;2.719251;-1.110223e-16;1.110223e-16;0
5.917441;-17.497001;2.673202;0;0;0;0;2.220446e-16;0;3.391627e-19;0;0;0;0;2.220451e-16;-5.180539e-22;1.110228e-16;45;0;1.480304e-16;1.480303e-16;2.220446e-16;6.783254e-19;0;0;-6.783254e-19;2.657;2.220446e-16;-2.220446e-16;0
7.530427;-17.497001;2.552022;0;0;0;0;0;-1.110223e-16;-1.139061e-17;0;0;0;0;1.156599e-18;-1.121789e-16;5.666775e-17;45;0;7.5557e-17;7.517443e-17;0;-2.169797e-17;-1.083257e-18;-1.110223e-16;2.061471e-17;2.539004;-1.110223e-16;1.110223e-16;0
9.143413;-17.497001;2.392353;0;0;0;0;2.220446e-16;2.220446e-16;1.758273e-18;0;0;0;0;2.238029e-16;2.202863e-16;1.758273e-18;45;0;2.344364e-18;1.480437e-16;2.220446e-16;1.355242e-18;2.161304e-18;2.220446e-16;8.060616e-19;2.379357;4.440892e-16;-4.440892e-16;0
10.756399;-17.497001;2.195924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;2.180746;0;0;0
12.369385;-17.497001;1.961696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;1.943507;0;0;0
13.982371;-17.497001;1.68459;0;0;0;0;0;0;1.084325e-17;0;0;0;0;1.084325e-17;-1.084325e-17;1.084325e-17;45;0;1.445767e-17;1.252071e-17;0;2.168651e-17;0;0;-2.168651e-17;1.662721;0;0;0
15.595357;-17.497001;1.354202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;1.334953;0;0;0
17.208343;-17.497001;0.977442;0;0;0;0;0;-1.110223e-16;-1.190105e-17;0;0;0;0;1.261402e-18;-1.122837e-16;5.677256e-17;45;0;7.569674e-17;7.52798e-17;0;-2.169215e-17;-2.109941e-18;-1.110223e-16;1.958221e-17;0.957409;-1.110223e-16;1.110223e-16;0
18.821329;-17.497001;0.550981;0;0;0;0;0;0;1.084873e-17;0;0;0;0;1.084873e-17;-1.084873e-17;1.084873e-17;45;0;1.446497e-17;1.252703e-17;0;2.169746e-17;0;0;-2.169746e-17;0.530705;0;0;0
20.434315;-17.497001;0.073235;0;0;0;0;-1.110223e-16;0;-1.220965e-17;0;0;0;0;1.326894e-18;-1.123492e-16;5.683805e-17;45;0;7.578406e-17;7.534566e-17;-1.110223e-16;-2.44193e-17;0;0;2.44193e-17;0.053236;-1.110223e-16;1.110223e-16;0
22.047301;-17.497001;-0.457583;0;0;0;0;2.220446e-16;0;1.221561e-17;0;0;0;0;2.227146e-16;-6.700105e-19;1.116923e-16;45;0;1.489231e-16;1.487002e-16;2.220446e-16;2.443122e-17;0;0;-2.443122e-17;-0.474628;2.220446e-16;-2.220446e-16;0
23.660287;-17.497001;-1.037068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;-1.051985;0;0;0
25.273273;-17.497001;-1.663985;0;0;0;0;0;-1.110223e-16;8.845795e-18;0;0;0;0;7.003778e-19;-1.117227e-16;5.621153e-17;45;0;7.49487e-17;7.471634e-17;0;2.172476e-17;-4.033169e-18;-1.110223e-16;-2.575793e-17;-1.677496;-1.110223e-16;1.110223e-16;0
26.886259;-17.497001;-2.33688;0;0;0;0;-1.110223e-16;2.220446e-16;2.371581e-17;0;0;0;0;2.237248e-16;-1.127025e-16;1.682136e-16;45;0;2.242849e-16;1.977304e-16;-1.110223e-16;4.344372e-17;3.987906e-18;2.220446e-16;-3.945582e-17;-2.353172;1.110223e-16;-1.110223e-16;0
28.499246;-17.497001;-3.063752;0;0;0;0;0;2.220446e-16;3.937019e-18;0;0;0;0;2.221144e-16;-6.978439e-20;1.110921e-16;45;0;1.481228e-16;1.480995e-16;0;-3.097923e-22;7.874347e-18;2.220446e-16;7.874658e-18;-3.081362;2.220446e-16;-2.220446e-16;0
30.112232;-17.497001;-3.845872;0;0;0;0;0;0;-1.08638e-17;0;0;0;0;1.08638e-17;-1.08638e-17;1.08638e-17;45;0;1.448506e-17;1.254443e-17;0;-2.172759e-17;0;0;2.172759e-17;-3.86722;0;0;0
31.725218;-17.497001;-4.691726;0;0;0;0;0;0;3.260555e-17;0;0;0;0;3.260555e-17;-3.260555e-17;3.260555e-17;45;0;4.347407e-17;3.764965e-17;0;6.52111e-17;0;0;-6.52111e-17;-4.716375;0;0;0
33.338204;-17.497001;-5.61031;0;0;0;0;-1.110223e-16;2.220446e-16;3.742627e-18;0;0;0;0;2.220867e-16;-1.110643e-16;1.665755e-16;45;0;2.221007e-16;1.958726e-16;-1.110223e-16;6.551956e-22;7.484599e-18;2.220446e-16;7.483944e-18;-5.633851;1.110223e-16;-1.110223e-16;0
34.95119;-17.497001;-6.599003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;-6.598586;0;0;0
-42.47214;-19.109987;-16.532289;0;0;0;0;-1.110223e-16;2.220446e-16;7.597605e-19;0;0;0;0;2.220463e-16;-1.11024e-16;1.665352e-16;45;0;2.220469e-16;1.958269e-16;-1.110223e-16;1.012759e-17;-8.608072e-18;2.220446e-16;-1.873566e-17;-16.536718;1.110223e-16;-1.110223e-16;0
-40.859154;-19.109987;-14.892788;0;0;0;0;-2.220446e-16;2.220446e-16;2.345426e-18;0;0;0;0;2.22057e-16;-2.22057e-16;2.22057e-16;45;0;2.96076e-16;2.564093e-16;-2.220446e-16;1.089003e-17;-6.199179e-18;2.220446e-16;-1.708921e-17;-14.928563;0;0;0
-39.246168;-19.109987;-13.370349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;-13.392757;0;0;0
-37.633182;-19.109987;-11.938358;0;0;0;0;2.220446e-16;0;1.633745e-17;0;0;0;0;2.232402e-16;-1.195627e-18;1.122179e-16;45;0;1.496239e-16;1.49227e-16;2.220446e-16;3.267489e-17;0;0;-3.267489e-17;-11.964169;2.220446e-16;-2.220446e-16;0
-36.020196;-19.109987;-10.604341;0;0;0;0;2.220446e-16;2.220446e-16;-7.139681e-18;0;0;0;0;2.291843e-16;2.149049e-16;7.139681e-18;45;0;9.519575e-18;1.482591e-16;2.220446e-16;-1.089068e-17;-3.388678e-18;2.220446e-16;7.502007e-18;-10.623916;4.440892e-16;-4.440892e-16;0
-34.40721;-19.109987;-9.335818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;-9.37495;0;0;0
-32.794224;-19.109987;-8.175486;0;0;0;0;-1.110223e-16;0;1.088388e-17;0;0;0;0;1.05692e-18;-1.120792e-16;5.656807e-17;45;0;7.54241e-17;7.507427e-17;-1.110223e-16;2.176776e-17;0;0;-2.176776e-17;-8.217457;-1.110223e-16;1.110223e-16;0
-31.181238;-19.109987;-7.125357;0;0;0;0;0;0;-1.088104e-17;0;0;0;0;1.088104e-17;-1.088104e-17;1.088104e-17;45;0;1.450805e-17;1.256434e-17;0;-2.176207e-17;0;0;2.176207e-17;-7.148544;0;0;0
-29.568251;-19.109987;-6.132413;0;0;0;0;-1.110223e-16;0;2.447573e-17;0;0;0;0;5.156377e-18;-1.161787e-16;6.066753e-17;45;0;8.089004e-17;7.92272e-17;-1.110223e-16;4.895145e-17;0;0;-4.895145e-17;-6.153033;-1.110223e-16;1.110223e-16;0
-27.955265;-19.109987;-5.193347;0;0;0;0;0;0;2.174962e-17;0;0;0;0;2.174962e-17;-2.174962e-17;2.174962e-17;45;0;2.899949e-17;2.51143e-17;0;4.349924e-17;0;0;-4.349924e-17;-5.22063;0;0;0
-26.342279;-19.109987;-4.329046;0;0;0;0;2.220446e-16;2.220446e-16;-2.367381e-17;0;0;0;0;2.457184e-16;1.983708e-16;2.367381e-17;45;0;3.156508e-17;1.505326e-16;2.220446e-16;-4.348287e-17;-3.864756e-18;2.220446e-16;3.961811e-17;-4.353592;4.440892e-16;-4.440892e-16;0
-24.729293;-19.109987;-3.532488;0;0;0;0;0;0;1.430136e-22;0;0;0;0;1.430136e-22;-1.430136e-22;1.430136e-22;45;0;1.906848e-22;1.651379e-22;0;2.860272e-22;0;0;-2.860272e-22;-3.550286;0;0;0
-23.116307;-19.109987;-2.78732;0;0;0;0;0;2.220446e-16;-1.984514e-18;0;0;0;0;2.220623e-16;-1.773509e-20;1.1104e-16;45;0;1.480534e-16;1.480475e-16;0;0;-3.969028e-18;2.220446e-16;-3.969028e-18;-2.803;2.220446e-16;-2.220446e-16;0
-21.503321;-19.109987;-2.092782;0;0;0;0;0;0;2.172763e-17;0;0;0;0;2.172763e-17;-2.172763e-17;2.172763e-17;45;0;2.897018e-17;2.508891e-17;0;4.345527e-17;0;0;-4.345527e-17;-2.104483;0;0;0
-19.890335;-19.109987;-1.439895;0;0;0;0;0;0;2.172568e-17;0;0;0;0;2.172568e-17;-2.172568e-17;2.172568e-17;45;0;2.896757e-17;2.508665e-17;0;4.345135e-17;0;0;-4.345135e-17;-1.463742;0;0;0
-18.277349;-19.109987;-0.86403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;-0.877482;0;0;0
-16.664363;-19.109987;-0.330883;0;0;0;0;2.220446e-16;-1.110223e-16;1.021585e-17;0;0;0;0;2.223577e-16;-1.113353e-16;1.668465e-16;45;0;2.22462e-16;1.961799e-16;2.220446e-16;1.629805e-17;4.13364e-18;-1.110223e-16;-1.216441e-17;-0.334572;1.110223e-16;-1.110223e-16;0
-15.051377;-19.109987;0.188145;0;0;0;0;0;-1.110223e-16;1.046363e-18;0;0;0;0;9.860878e-21;-1.110322e-16;5.552101e-17;45;0;7.402802e-17;7.402473e-17;0;0;2.092725e-18;-1.110223e-16;2.092725e-18;0.146613;-1.110223e-16;1.110223e-16;0
-13.438391;-19.109987;0.575528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0.554096;0;0;0
-11.825405;-19.109987;0.889444;0;0;0;0;0;-1.110223e-16;1.065218e-18;0;0;0;0;1.021944e-20;-1.110325e-16;5.552137e-17;45;0;7.40285e-17;7.402509e-17;0;0;2.130437e-18;-1.110223e-16;2.130437e-18;0.903204;-1.110223e-16;1.110223e-16;0
-10.212419;-19.109987;1.237712;0;0;0;0;0;0;1.085995e-17;0;0;0;0;1.085995e-17;-1.085995e-17;1.085995e-17;45;0;1.447994e-17;1.253999e-17;0;2.171991e-17;0;0;-2.171991e-17;1.241662;0;0;0
-8.599433;-19.109987;1.593491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;1.585856;0;0;0
-6.986447;-19.109987;1.922588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;1.899096;0;0;0
-5.373461;-19.109987;2.175823;0;0;0;0;0;0;-1.085128e-17;0;0;0;0;1.085128e-17;-1.085128e-17;1.085128e-17;45;0;1.446837e-17;1.252998e-17;0;-2.170256e-17;0;0;2.170256e-17;2.147391;0;0;0
-3.760475;-19.109987;2.338008;0;0;0;0;2.220446e-16;0;-6.779347e-19;0;0;0;0;2.220467e-16;-2.069815e-21;1.110244e-16;45;0;1.480325e-16;1.480318e-16;2.220446e-16;-1.355869e-18;0;0;1.355869e-18;2.317717;2.220446e-16;-2.220446e-16;0
-2.147489;-19.109987;2.431198;0;0;0;0;0;0;1.084343e-17;0;0;0;0;1.084343e-17;-1.084343e-17;1.084343e-17;45;0;1.445791e-17;1.252092e-17;0;2.168686e-17;0;0;-2.168686e-17;2.423223;0;0;0
-0.534503;-19.109987;2.487838;0;0;0;0;2.220446e-16;2.220446e-16;3.208349e-17;0;0;0;0;2.541281e-16;1.899611e-16;3.208349e-17;45;0;4.277799e-17;1.525951e-16;2.220446e-16;6.471028e-17;-5.432888e-19;2.220446e-16;-6.525357e-17;2.495925;4.440892e-16;-4.440892e-16;0
1.078483;-19.109987;2.550906;0;0;0;0;0;2.220446e-16;-1.128314e-17;0;0;0;0;2.226165e-16;-5.718771e-19;1.115942e-16;45;0;1.487922e-16;1.48602e-16;0;-2.202304e-17;-5.432431e-19;2.220446e-16;2.14798e-17;2.558443;2.220446e-16;-2.220446e-16;0
2.691469;-19.109987;2.617439;0;0;0;0;0;2.220446e-16;1.070954e-17;0;0;0;0;2.225599e-16;-5.153406e-19;1.115376e-16;45;0;1.487169e-16;1.485454e-16;0;2.169083e-17;-2.717591e-19;2.220446e-16;-2.196259e-17;2.605295;2.220446e-16;-2.220446e-16;0
4.304455;-19.109987;2.632288;0;0;0;0;0;-1.110223e-16;2.156543e-17;0;0;0;0;4.041815e-18;-1.150641e-16;5.955297e-17;45;0;7.940396e-17;7.809155e-17;0;4.340266e-17;-2.717958e-19;-1.110223e-16;-4.367446e-17;2.607229;-1.110223e-16;1.110223e-16;0
5.917441;-19.109987;2.562366;0;0;0;0;0;-1.110223e-16;-2.713659e-19;0;0;0;0;6.632814e-22;-1.11023e-16;5.551181e-17;45;0;7.401575e-17;7.401553e-17;0;-4.681736e-23;-5.42685e-19;-1.110223e-16;-5.426382e-19;2.546406;-1.110223e-16;1.110223e-16;0
7.530427;-19.109987;2.436821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;2.425371;0;0;0
9.143413;-19.109987;2.266346;0;0;0;0;-1.110223e-16;-1.110223e-16;9.630886e-18;0;0;0;0;-1.013914e-16;-1.206532e-16;9.630886e-18;45;0;1.284118e-17;7.484566e-17;-1.110223e-16;2.034192e-17;-1.080148e-18;-1.110223e-16;-2.142207e-17;2.260211;-2.220446e-16;2.220446e-16;0
10.756399;-19.109987;2.063369;0;0;0;0;0;2.220446e-16;1.192084e-17;0;0;0;0;2.226828e-16;-6.381566e-19;1.116605e-16;45;0;1.488806e-16;1.486684e-16;0;2.168699e-17;2.154694e-18;2.220446e-16;-1.95323e-17;2.057363;2.220446e-16;-2.220446e-16;0
12.369385;-19.109987;1.827848;0;0;0;0;0;-1.110223e-16;-1.073823e-18;0;0;0;0;1.038519e-20;-1.110327e-16;5.552153e-17;45;0;7.402871e-17;7.402525e-17;0;0;-2.147646e-18;-1.110223e-16;-2.147646e-18;1.818688;-1.110223e-16;1.110223e-16;0
13.982371;-19.109987;1.552266;0;0;0;0;0;0;1.084254e-17;0;0;0;0;1.084254e-17;-1.084254e-17;1.084254e-17;45;0;1.445672e-17;1.251988e-17;0;2.168508e-17;0;0;-2.168508e-17;1.538035;0;0;0
15.595357;-19.109987;1.222596;0;0;0;0;2.220446e-16;2.220446e-16;3.479789e-18;0;0;0;0;2.255244e-16;2.185648e-16;3.479789e-18;45;0;4.639719e-18;1.480843e-16;2.220446e-16;2.711283e-18;4.248295e-18;2.220446e-16;1.537013e-18;1.210828;4.440892e-16;-4.440892e-16;0
17.208343;-19.109987;0.845435;0;0;0;0;2.220446e-16;-1.110223e-16;1.114846e-17;0;0;0;0;2.224174e-16;-1.11395e-16;1.669062e-16;45;0;2.225416e-16;1.962476e-16;2.220446e-16;2.440704e-17;-2.110119e-18;-1.110223e-16;-2.651716e-17;0.833865;1.110223e-16;-1.110223e-16;0
18.821329;-19.109987;0.419989;0;0;0;0;0;2.220446e-16;-7.39992e-18;0;0;0;0;2.222909e-16;-2.463385e-19;1.112686e-16;45;0;1.483582e-16;1.482761e-16;0;-1.898841e-17;4.18857e-18;2.220446e-16;2.317698e-17;0.408285;2.220446e-16;-2.220446e-16;0
20.434315;-19.109987;-0.054046;0;0;0;0;2.220446e-16;-1.110223e-16;-1.157461e-17;0;0;0;0;2.224464e-16;-1.114241e-16;1.669352e-16;45;0;2.225803e-16;1.962805e-16;2.220446e-16;-1.899537e-17;-4.153853e-18;-1.110223e-16;1.484152e-17;-0.066827;1.110223e-16;-1.110223e-16;0
22.047301;-19.109987;-0.576454;0;0;0;0;-1.110223e-16;-1.110223e-16;-4.772588e-18;0;0;0;0;-1.062497e-16;-1.157949e-16;4.772588e-18;45;0;6.363451e-18;7.421975e-17;-1.110223e-16;-5.429278e-18;-4.115899e-18;-1.110223e-16;1.313379e-18;-0.59205;-2.220446e-16;2.220446e-16;0
23.660287;-19.109987;-1.150587;0;0;0;0;0;0;1.086308e-17;0;0;0;0;1.086308e-17;-1.086308e-17;1.086308e-17;45;0;1.44841e-17;1.25436e-17;0;2.172616e-17;0;0;-2.172616e-17;-1.167716;0;0;0
25.273273;-19.109987;-1.776887;0;0;0;0;0;-1.110223e-16;1.971428e-17;0;0;0;0;3.39675e-18;-1.144191e-16;5.89079e-17;45;0;7.854387e-17;7.743645e-17;0;4.345898e-17;-4.030419e-18;-1.110223e-16;-4.74894e-17;-1.794654;-1.110223e-16;1.110223e-16;0
26.886259;-19.109987;-2.45737;0;0;0;0;-1.110223e-16;2.220446e-16;1.285599e-17;0;0;0;0;2.225401e-16;-1.115178e-16;1.670289e-16;45;0;2.227053e-16;1.963868e-16;-1.110223e-16;2.172851e-17;3.983469e-18;2.220446e-16;-1.774504e-17;-2.473507;1.110223e-16;-1.110223e-16;0
28.499246;-19.109987;-3.189264;0;0;0;0;-1.110223e-16;0;2.716004e-18;0;0;0;0;6.640349e-20;-1.110887e-16;5.557756e-17;45;0;7.410341e-17;7.408128e-17;-1.110223e-16;5.432008e-18;0;0;-5.432008e-18;-3.204662;-1.110223e-16;1.110223e-16;0
30.112232;-19.109987;-3.971809;0;0;0;0;2.220446e-16;2.220446e-16;1.746181e-17;0;0;0;0;2.395064e-16;2.045828e-16;1.746181e-17;45;0;2.328241e-17;1.493966e-16;2.220446e-16;2.716093e-17;7.762684e-18;2.220446e-16;-1.939825e-17;-3.991134;4.440892e-16;-4.440892e-16;0
31.725218;-19.109987;-4.81526;0;0;0;0;-1.110223e-16;-1.110223e-16;-4.625477e-18;0;0;0;0;-1.063968e-16;-1.156478e-16;4.625477e-18;45;0;6.167303e-18;7.420733e-17;-1.110223e-16;-5.433282e-18;-3.817672e-18;-1.110223e-16;1.615609e-18;-4.838006;-2.220446e-16;2.220446e-16;0
33.338204;-19.109987;-5.727372;0;0;0;0;-1.110223e-16;-1.110223e-16;-1.546074e-17;0;0;0;0;-9.556156e-17;-1.26483e-16;1.546074e-17;45;0;2.061432e-17;7.613746e-17;-1.110223e-16;-2.717915e-17;-3.742333e-18;-1.110223e-16;2.343682e-17;-5.755031;-2.220446e-16;2.220446e-16;0
34.95119;-19.109987;-6.721188;0;0;0;0;0;-1.110223e-16;-3.071485e-17;0;0;0;0;7.93087e-18;-1.189532e-16;6.344202e-17;45;0;8.458936e-17;8.207357e-17;0;-5.619688e-17;-5.232825e-18;-1.110223e-16;5.096405e-17;-6.721723;-1.110223e-16;1.110223e-16;0
-42.47214;-20.722973;-16.656151;0;0;0;0;-1.110223e-16;2.220446e-16;-1.412349e-18;0;0;0;0;2.220506e-16;-1.110283e-16;1.665394e-16;45;0;2.220526e-16;1.958317e-16;-1.110223e-16;1.003008e-17;-1.285478e-17;2.220446e-16;-2.288486e-17;-16.652361;1.110223e-16;-1.110223e-16;0
-40.859154;-20.722973;-15.000774;0;0;0;0;0;-1.110223e-16;9.716165e-18;0;0;0;0;8.438998e-19;-1.118662e-16;5.635505e-17;45;0;7.514007e-17;7.486035e-17;0;1.634039e-17;3.091938e-18;-1.110223e-16;-1.324846e-17;-15.038449;-1.110223e-16;1.110223e-16;0
-39.246168;-20.722973;-13.466952;0;0;0;0;-2.220446e-16;0;3.540507e-17;0;0;0;0;5.508684e-18;-2.275533e-16;1.16531e-16;45;0;1.553747e-16;1.535714e-16;-2.220446e-16;7.081014e-17;0;0;-7.081014e-17;-13.496682;-2.220446e-16;2.220446e-16;0
-37.633182;-20.722973;-12.023706;0;0;0;0;2.220446e-16;2.220446e-16;3.798214e-18;0;0;0;0;2.258428e-16;2.182464e-16;3.798214e-18;45;0;5.064285e-18;1.480947e-16;2.220446e-16;1.089426e-17;-3.297834e-18;2.220446e-16;-1.41921e-17;-12.063876;4.440892e-16;-4.440892e-16;0
-36.020196;-20.722973;-10.691467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;-10.724153;0;0;0
-34.40721;-20.722973;-9.442509;0;0;0;0;2.220446e-16;0;-2.721068e-18;0;0;0;0;2.22078e-16;-3.33406e-20;1.110556e-16;45;0;1.480742e-16;1.480631e-16;2.220446e-16;-5.442137e-18;0;0;5.442137e-18;-9.478468;2.220446e-16;-2.220446e-16;0
-32.794224;-20.722973;-8.288947;0;0;0;0;0;0;2.176046e-17;0;0;0;0;2.176046e-17;-2.176046e-17;2.176046e-17;45;0;2.901394e-17;2.512681e-17;0;4.352091e-17;0;0;-4.352091e-17;-8.324426;0;0;0
-31.181238;-20.722973;-7.237336;0;0;0;0;-1.110223e-16;2.220446e-16;-9.514732e-19;0;0;0;0;2.220473e-16;-1.11025e-16;1.665362e-16;45;0;2.220482e-16;1.95828e-16;-1.110223e-16;5.43905e-18;-7.341996e-18;2.220446e-16;-1.278105e-17;-7.256322;1.110223e-16;-1.110223e-16;0
-29.568251;-20.722973;-6.24506;0;0;0;0;0;-1.110223e-16;1.865653e-18;0;0;0;0;3.134217e-20;-1.110536e-16;5.554249e-17;45;0;7.405666e-17;7.404621e-17;0;0;3.731307e-18;-1.110223e-16;3.731307e-18;-6.262191;-1.110223e-16;1.110223e-16;0
-27.955265;-20.722973;-5.30838;0;0;0;0;2.220446e-16;-1.110223e-16;-8.183677e-19;0;0;0;0;2.220466e-16;-1.110243e-16;1.665355e-16;45;0;2.220473e-16;1.958272e-16;2.220446e-16;-5.435965e-18;3.799229e-18;-1.110223e-16;9.235194e-18;-5.333319;1.110223e-16;-1.110223e-16;0
-26.342279;-20.722973;-4.448994;0;0;0;0;2.220446e-16;0;2.173751e-17;0;0;0;0;2.241526e-16;-2.108025e-18;1.131303e-16;45;0;1.508404e-16;1.501427e-16;2.220446e-16;4.347502e-17;0;0;-4.347502e-17;-4.468535;2.220446e-16;-2.220446e-16;0
-24.729293;-20.722973;-3.64808;0;0;0;0;0;-1.110223e-16;-8.909219e-18;0;0;0;0;7.103935e-19;-1.117327e-16;5.622155e-17;45;0;7.496206e-17;7.472638e-17;0;-2.173697e-17;3.918537e-18;-1.110223e-16;2.565551e-17;-3.665388;-1.110223e-16;1.110223e-16;0
-23.116307;-20.722973;-2.900479;0;0;0;0;0;0;-2.173984e-17;0;0;0;0;2.173984e-17;-2.173984e-17;2.173984e-17;45;0;2.898646e-17;2.510301e-17;0;-4.347968e-17;0;0;4.347968e-17;-2.916057;0;0;0
-21.503321;-20.722973;-2.20626;0;0;0;0;0;2.220446e-16;-2.005961e-18;0;0;0;0;2.220627e-16;-1.812047e-20;1.110404e-16;45;0;1.480539e-16;1.480479e-16;0;0;-4.011923e-18;2.220446e-16;-4.011923e-18;-2.21658;2.220446e-16;-2.220446e-16;0
-19.890335;-20.722973;-1.552479;0;0;0;0;0;0;1.086714e-17;0;0;0;0;1.086714e-17;-1.086714e-17;1.086714e-17;45;0;1.448952e-17;1.254829e-17;0;2.173427e-17;0;0;-2.173427e-17;-1.57608;0;0;0
