x [mm];y [mm];z [mm];X-displacement [mm];Y-displacement [mm];Z-displacement [mm];Displacement [mm];Exx [S];Eyy [S];Exy [S];Poisson's ratio -strain min/max;Poisson's ratio -Exx/Eyy;Poisson's ratio -Eyy/Exx;Poisson's ratio -strain max/min;Maximum principal strain [S];Minimum principal strain [S];Maximum shear strain [S];Maximum shear angle [°];Maximum strain angle [°];Tresca strain [S];Von Mises strain [S];du/dx [S];du/dy [S];dv/dx [S];dv/dy [S];Vorticity-z [S];Height [mm];du/dx+dv/dy [S];Div-xy [S];Stereo reconstruction error [pixel]
-44.085126;48.635426;-14.030656;0;0;0;0;2.220446e-16;0;3.824913e-17;0;0;0;0;2.284487e-16;-6.404048e-18;1.174263e-16;45;0;1.565685e-16;1.54478e-16;2.220446e-16;7.649827e-17;0;0;-7.649827e-17;-14.030656;2.220446e-16;-2.220446e-16;0
-10.212419;48.635426;5.648323;0;0;0;0;0;-4.440892e-16;3.620692e-17;0;0;0;0;2.932611e-18;-4.470218e-16;2.249772e-16;45;0;2.999696e-16;2.989969e-16;0;0;7.241384e-17;-4.440892e-16;7.241384e-17;5.649379;-4.440892e-16;4.440892e-16;0
-8.599433;48.635426;5.967865;0;0;0;0;2.220446e-16;0;-3.094447e-17;0;0;0;0;2.262764e-16;-4.231817e-18;1.152541e-16;45;0;1.536722e-16;1.522812e-16;2.220446e-16;-6.188895e-17;0;0;6.188895e-17;5.971529;2.220446e-16;-2.220446e-16;0
-6.986447;48.635426;6.298398;0;0;0;0;-1.110223e-16;2.220446e-16;7.76564e-21;0;0;0;0;2.220446e-16;-1.110223e-16;1.665335e-16;45;0;2.220446e-16;1.958249e-16;-1.110223e-16;1.553128e-20;0;2.220446e-16;-1.553128e-20;6.285654;1.110223e-16;-1.110223e-16;0
-5.373461;48.635426;6.590698;0;0;0;0;-1.110223e-16;0;1.743156e-19;0;0;0;0;2.736914e-22;-1.110226e-16;5.551142e-17;45;0;7.401523e-17;7.401514e-17;-1.110223e-16;3.486312e-19;0;0;-3.486312e-19;6.572166;-1.110223e-16;1.110223e-16;0
-3.760475;48.635426;6.827401;0;0;0;0;0;0;3.079442e-17;0;0;0;0;3.079442e-17;-3.079442e-17;3.079442e-17;45;0;4.105922e-17;3.555833e-17;0;6.158883e-17;0;0;-6.158883e-17;6.808166;0;0;0
-2.147489;48.635426;7.0064;0;0;0;0;0;0;-3.066216e-17;0;0;0;0;3.066216e-17;-3.066216e-17;3.066216e-17;45;0;4.088289e-17;3.540562e-17;0;-6.132433e-17;0;0;6.132433e-17;6.997879;0;0;0
-0.534503;48.635426;7.159835;0;0;0;0;-1.110223e-16;2.220446e-16;3.065074e-17;0;0;0;0;2.248418e-16;-1.138195e-16;1.693306e-16;45;0;2.257742e-16;1.989976e-16;-1.110223e-16;6.114729e-17;1.54199e-19;2.220446e-16;-6.099309e-17;7.116189;1.110223e-16;-1.110223e-16;0
1.078483;48.635426;7.182332;0;0;0;0;2.220446e-16;-2.220446e-16;3.071024e-17;0;0;0;0;2.241583e-16;-2.241583e-16;2.241583e-16;45;0;2.988777e-16;2.588357e-16;2.220446e-16;6.134329e-17;7.719454e-20;-2.220446e-16;-6.126609e-17;7.136544;0;0;0
2.691469;48.635426;7.067467;0;0;0;0;2.220446e-16;-2.220446e-16;-1.763418e-19;0;0;0;0;2.220447e-16;-2.220447e-16;2.220447e-16;45;0;2.960596e-16;2.563951e-16;2.220446e-16;-5.068523e-19;1.541687e-19;-2.220446e-16;6.61021e-19;7.080309;0;0;0
4.304455;48.635426;6.99113;0;0;0;0;-1.110223e-16;-2.220446e-16;3.305926e-19;0;0;0;0;-1.110213e-16;-2.220456e-16;5.551214e-17;45;0;7.401618e-17;1.281981e-16;-1.110223e-16;5.068581e-19;1.54327e-19;-2.220446e-16;-3.525311e-19;6.996436;-3.330669e-16;3.330669e-16;0
5.917441;48.635426;6.930713;0;0;0;0;0;-2.220446e-16;5.637207e-20;0;0;0;0;1.431158e-23;-2.220446e-16;1.110223e-16;45;0;1.480298e-16;1.480298e-16;0;-4.155352e-20;1.542977e-19;-2.220446e-16;1.958512e-19;6.920896;-2.220446e-16;2.220446e-16;0
7.530427;48.635426;6.840846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;6.823155;0;0;0
9.143413;48.635426;6.697908;0;0;0;0;0;2.220446e-16;3.036603e-17;0;0;0;0;2.261225e-16;-4.077859e-18;1.151002e-16;45;0;1.534669e-16;1.521258e-16;0;6.103932e-17;-3.072645e-19;2.220446e-16;-6.134658e-17;6.683104;2.220446e-16;-2.220446e-16;0
10.756399;48.635426;6.510559;0;0;0;0;0;0;-6.176703e-17;0;0;0;0;6.176703e-17;-6.176703e-17;6.176703e-17;45;0;8.235603e-17;7.132242e-17;0;-1.235341e-16;0;0;1.235341e-16;6.49755;0;0;0
12.369385;48.635426;6.284183;0;0;0;0;-1.110223e-16;-2.220446e-16;5.764487e-19;0;0;0;0;-1.110193e-16;-2.220476e-16;5.551414e-17;45;0;7.401886e-17;1.281992e-16;-1.110223e-16;8.475567e-19;3.053408e-19;-2.220446e-16;-5.422159e-19;6.270171;-3.330669e-16;3.330669e-16;0
13.982371;48.635426;6.015772;0;0;0;0;-1.110223e-16;0;3.12033e-17;0;0;0;0;8.168782e-18;-1.191911e-16;6.367993e-17;45;0;8.490658e-17;8.231886e-17;-1.110223e-16;6.24066e-17;0;0;-6.24066e-17;6.001639;-1.110223e-16;1.110223e-16;0
15.595357;48.635426;5.704962;0;0;0;0;0;0;-6.152341e-17;0;0;0;0;6.152341e-17;-6.152341e-17;6.152341e-17;45;0;8.203122e-17;7.104112e-17;0;-1.230468e-16;0;0;1.230468e-16;5.691118;0;0;0
17.208343;48.635426;5.352622;0;0;0;0;0;-2.220446e-16;1.502164e-19;0;0;0;0;1.016235e-22;-2.220447e-16;1.110224e-16;45;0;1.480299e-16;1.480298e-16;0;0;3.004328e-19;-2.220446e-16;3.004328e-19;5.331031;-2.220446e-16;2.220446e-16;0
18.821329;48.635426;4.935508;0;0;0;0;-1.110223e-16;0;-3.025941e-17;0;0;0;0;7.71163e-18;-1.187339e-16;6.322278e-17;45;0;8.429704e-17;8.184769e-17;-1.110223e-16;-6.051883e-17;0;0;6.051883e-17;4.920787;-1.110223e-16;1.110223e-16;0
20.434315;48.635426;4.474229;0;0;0;0;2.220446e-16;-2.220446e-16;3.066363e-17;0;0;0;0;2.241519e-16;-2.241519e-16;2.241519e-16;45;0;2.988692e-16;2.588283e-16;2.220446e-16;6.103134e-17;2.95914e-19;-2.220446e-16;-6.073543e-17;4.462106;0;0;0
22.047301;48.635426;3.976582;0;0;0;0;2.220446e-16;-2.220446e-16;-5.011335e-20;0;0;0;0;2.220446e-16;-2.220446e-16;2.220446e-16;45;0;2.960595e-16;2.56395e-16;2.220446e-16;-3.113973e-19;2.111706e-19;-2.220446e-16;5.225679e-19;3.962173;0;0;0
23.660287;48.635426;3.435706;0;0;0;0;0;-2.220446e-16;-3.064899e-17;0;0;0;0;4.152835e-18;-2.261974e-16;1.151751e-16;45;0;1.535668e-16;1.522015e-16;0;-6.158896e-17;2.909807e-19;-2.220446e-16;6.187995e-17;3.414522;-2.220446e-16;2.220446e-16;0
25.273273;48.635426;2.831278;0;0;0;0;0;2.220446e-16;0;0;0;0;0;2.220446e-16;0;1.110223e-16;45;0;1.480297e-16;1.480297e-16;0;0;0;2.220446e-16;0;2.816021;2.220446e-16;-2.220446e-16;0
26.886259;48.635426;2.18108;0;0;0;0;0;-2.220446e-16;0;0;0;0;0;0;-2.220446e-16;1.110223e-16;45;0;1.480297e-16;1.480297e-16;0;0;0;-2.220446e-16;0;2.159059;-2.220446e-16;2.220446e-16;0
28.499246;48.635426;1.464819;0;0;0;0;-2.220446e-16;0;-6.627413e-17;0;0;0;0;1.827662e-17;-2.403212e-16;1.292989e-16;45;0;1.723986e-16;1.666408e-16;-2.220446e-16;-1.325483e-16;0;0;1.325483e-16;1.453373;-2.220446e-16;2.220446e-16;0
-44.085126;47.02244;-14.092548;0;0;0;0;-1.110223e-16;2.220446e-16;2.011133e-17;0;0;0;0;2.232546e-16;-1.122323e-16;1.677434e-16;45;0;2.236579e-16;1.971971e-16;-1.110223e-16;2.249819e-18;3.797284e-17;2.220446e-16;3.572302e-17;-14.104589;1.110223e-16;-1.110223e-16;0
-42.47214;47.02244;-12.324515;0;0;0;0;-2.220446e-16;0;-1.123551e-17;0;0;0;0;5.670709e-19;-2.226117e-16;1.115894e-16;45;0;1.487858e-16;1.485972e-16;-2.220446e-16;-2.247101e-17;0;0;2.247101e-17;-12.368382;-2.220446e-16;2.220446e-16;0
-40.859154;47.02244;-10.655982;0;0;0;0;0;2.220446e-16;0;0;0;0;0;2.220446e-16;0;1.110223e-16;45;0;1.480297e-16;1.480297e-16;0;0;0;2.220446e-16;0;-10.699616;2.220446e-16;-2.220446e-16;0
-39.246168;47.02244;-9.118349;0;0;0;0;2.220446e-16;0;-3.248878e-17;0;0;0;0;2.267006e-16;-4.656011e-18;1.156783e-16;45;0;1.542378e-16;1.527094e-16;2.220446e-16;-6.497756e-17;0;0;6.497756e-17;-9.150671;2.220446e-16;-2.220446e-16;0
-37.633182;47.02244;-7.677683;0;0;0;0;2.220446e-16;-2.220446e-16;8.753095e-19;0;0;0;0;2.220463e-16;-2.220463e-16;2.220463e-16;45;0;2.960618e-16;2.56397e-16;2.220446e-16;-1.189678e-19;1.869587e-18;-2.220446e-16;1.988555e-18;-7.710332;0;0;0
-36.020196;47.02244;-6.334964;0;0;0;0;2.220446e-16;0;-4.053753e-18;0;0;0;0;2.221186e-16;-7.398261e-20;1.110963e-16;45;0;1.481284e-16;1.481037e-16;2.220446e-16;-8.107506e-18;0;0;8.107506e-18;-6.366743;2.220446e-16;-2.220446e-16;0
-34.40721;47.02244;-5.087583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;-5.116852;0;0;0
-32.794224;47.02244;-3.928009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;-3.958423;0;0;0
-31.181238;47.02244;-2.859678;0;0;0;0;-1.110223e-16;0;0;0;0;0;0;0;-1.110223e-16;5.551115e-17;45;0;7.401487e-17;7.401487e-17;-1.110223e-16;0;0;0;0;-2.880015;-1.110223e-16;1.110223e-16;0
-29.568251;47.02244;-1.852359;0;0;0;0;0;2.220446e-16;0;0;0;0;0;2.220446e-16;0;1.110223e-16;45;0;1.480297e-16;1.480297e-16;0;0;0;2.220446e-16;0;-1.879099;2.220446e-16;-2.220446e-16;0
-27.955265;47.02244;-0.925261;0;0;0;0;-1.110223e-16;0;2.976228e-17;0;0;0;0;7.475206e-18;-1.184975e-16;6.298636e-17;45;0;8.398181e-17;8.160428e-17;-1.110223e-16;5.952456e-17;0;0;-5.952456e-17;-0.945613;-1.110223e-16;1.110223e-16;0
-26.342279;47.02244;-0.059218;0;0;0;0;2.220446e-16;-2.220446e-16;-2.975402e-17;0;0;0;0;2.240293e-16;-2.240293e-16;2.240293e-16;45;0;2.987057e-16;2.586867e-16;2.220446e-16;-5.950805e-17;0;-2.220446e-16;5.950805e-17;-0.074118;0;0;0
-24.729293;47.02244;0.762126;0;0;0;0;2.220446e-16;0;-2.719033e-18;0;0;0;0;2.220779e-16;-3.329076e-20;1.110556e-16;45;0;1.480741e-16;1.48063e-16;2.220446e-16;-5.438066e-18;0;0;5.438066e-18;0.735181;2.220446e-16;-2.220446e-16;0
-23.116307;47.02244;1.502635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;1.485109;0;0;0
-21.503321;47.02244;2.190565;0;0;0;0;2.220446e-16;2.220446e-16;-3.292146e-17;0;0;0;0;2.54966e-16;1.891231e-16;3.292146e-17;45;0;4.389528e-17;1.528329e-16;2.220446e-16;-6.356287e-17;-2.280038e-18;2.220446e-16;6.128284e-17;2.178983;4.440892e-16;-4.440892e-16;0
-19.890335;47.02244;2.84375;0;0;0;0;-1.110223e-16;2.220446e-16;3.188162e-17;0;0;0;0;2.250689e-16;-1.140466e-16;1.695577e-16;45;0;2.26077e-16;1.992552e-16;-1.110223e-16;6.491446e-17;-1.15122e-18;2.220446e-16;-6.606568e-17;2.82521;1.110223e-16;-1.110223e-16;0
-18.277349;47.02244;3.441314;0;0;0;0;0;2.220446e-16;8.249434e-20;0;0;0;0;2.220446e-16;-3.064841e-23;1.110223e-16;45;0;1.480298e-16;1.480298e-16;0;1.331635e-18;-1.166646e-18;2.220446e-16;-2.498281e-18;3.41763;2.220446e-16;-2.220446e-16;0
-16.664363;47.02244;3.967824;0;0;0;0;-1.110223e-16;0;1.361111e-18;0;0;0;0;1.668444e-20;-1.11039e-16;5.552783e-17;45;0;7.403711e-17;7.403155e-17;-1.110223e-16;2.722222e-18;0;0;-2.722222e-18;3.952471;-1.110223e-16;1.110223e-16;0
-15.051377;47.02244;4.448274;0;0;0;0;2.220446e-16;0;-1.360543e-18;0;0;0;0;2.220529e-16;-8.336198e-21;1.110306e-16;45;0;1.480408e-16;1.480381e-16;2.220446e-16;-2.721086e-18;0;0;2.721086e-18;4.439344;2.220446e-16;-2.220446e-16;0
-13.438391;47.02244;4.901933;0;0;0;0;-1.110223e-16;2.220446e-16;3.115964e-17;0;0;0;0;2.249346e-16;-1.139123e-16;1.694235e-16;45;0;2.25898e-16;1.991029e-16;-1.110223e-16;6.3516e-17;-1.196721e-18;2.220446e-16;-6.471272e-17;4.87681;1.110223e-16;-1.110223e-16;0
-11.825405;47.02244;5.280222;0;0;0;0;0;-2.220446e-16;2.087609e-17;0;0;0;0;1.945671e-18;-2.239903e-16;1.12968e-16;45;0;1.50624e-16;1.499796e-16;0;5.636723e-18;3.611547e-17;-2.220446e-16;3.047874e-17;5.24952;-2.220446e-16;2.220446e-16;0
-10.212419;47.02244;5.590928;0;0;0;0;-1.110223e-16;2.220446e-16;-5.151744e-18;0;0;0;0;2.221243e-16;-1.11102e-16;1.666131e-16;45;0;2.221508e-16;1.959153e-16;-1.110223e-16;2.591276e-17;-3.621625e-17;2.220446e-16;-6.212901e-17;5.585794;1.110223e-16;-1.110223e-16;0
-8.599433;47.02244;5.914025;0;0;0;0;2.220446e-16;0;1.020672e-17;0;0;0;0;2.225128e-16;-4.681846e-19;1.114905e-16;45;0;1.48654e-16;1.484982e-16;2.220446e-16;2.041343e-17;0;0;-2.041343e-17;5.909712;2.220446e-16;-2.220446e-16;0
-6.986447;47.02244;6.260058;0;0;0;0;-1.110223e-16;0;6.805946e-19;0;0;0;0;4.172059e-21;-1.110265e-16;5.551532e-17;45;0;7.402043e-17;7.401904e-17;-1.110223e-16;1.361189e-18;0;0;-1.361189e-18;6.235202;-1.110223e-16;1.110223e-16;0
-5.373461;47.02244;6.57756;0;0;0;0;2.220446e-16;0;1.055744e-17;0;0;0;0;2.225454e-16;-5.008394e-19;1.115231e-16;45;0;1.486975e-16;1.485309e-16;2.220446e-16;2.111488e-17;0;0;-2.111488e-17;6.538526;2.220446e-16;-2.220446e-16;0
-3.760475;47.02244;6.835704;0;0;0;0;0;-1.110223e-16;1.346076e-19;0;0;0;0;1.632031e-22;-1.110225e-16;5.551132e-17;45;0;7.401509e-17;7.401503e-17;0;0;2.692153e-19;-1.110223e-16;2.692153e-19;6.792734;-1.110223e-16;1.110223e-16;0
-2.147489;47.02244;7.030972;0;0;0;0;2.220446e-16;0;-4.259666e-20;0;0;0;0;2.220446e-16;-8.17167e-24;1.110223e-16;45;0;1.480297e-16;1.480297e-16;2.220446e-16;-8.519332e-20;0;0;8.519332e-20;6.999077;2.220446e-16;-2.220446e-16;0
-0.534503;47.02244;7.20311;0;0;0;0;0;0;1.090523e-17;0;0;0;0;1.090523e-17;-1.090523e-17;1.090523e-17;45;0;1.454031e-17;1.259227e-17;0;2.181046e-17;0;0;-2.181046e-17;7.129448;0;0;0
1.078483;47.02244;7.241565;0;0;0;0;2.220446e-16;-1.110223e-16;-1.402224e-22;0;0;0;0;2.220446e-16;-1.110223e-16;1.665335e-16;45;0;2.220446e-16;1.958249e-16;2.220446e-16;-1.341783e-21;1.061339e-21;-1.110223e-16;2.403122e-21;7.151257;1.110223e-16;-1.110223e-16;0
2.691469;47.02244;7.103919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;7.092313;0;0;0
4.304455;47.02244;7.031438;0;0;0;0;-1.110223e-16;-1.110223e-16;2.179098e-17;0;0;0;0;-8.923133e-17;-1.328133e-16;2.179098e-17;45;0;2.905464e-17;7.817499e-17;-1.110223e-16;4.359893e-17;-1.697776e-20;-1.110223e-16;-4.361591e-17;7.007193;-2.220446e-16;2.220446e-16;0
5.917441;47.02244;6.985085;0;0;0;0;2.220446e-16;0;1.090787e-17;0;0;0;0;2.225792e-16;-5.345591e-19;1.115569e-16;45;0;1.487425e-16;1.485646e-16;2.220446e-16;2.181575e-17;0;0;-2.181575e-17;6.936289;2.220446e-16;-2.220446e-16;0
7.530427;47.02244;6.896504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;6.841118;0;0;0
9.143413;47.02244;6.746924;0;0;0;0;0;0;1.090522e-17;0;0;0;0;1.090522e-17;-1.090522e-17;1.090522e-17;45;0;1.454029e-17;1.259226e-17;0;2.181044e-17;0;0;-2.181044e-17;6.699137;0;0;0
10.756399;47.02244;6.552541;0;0;0;0;0;2.220446e-16;-1.088836e-17;0;0;0;0;2.225773e-16;-5.326523e-19;1.11555e-16;45;0;1.487399e-16;1.485627e-16;0;-2.181041e-17;3.369691e-20;2.220446e-16;2.18441e-17;6.511079;2.220446e-16;-2.220446e-16;0
12.369385;47.02244;6.326625;0;0;0;0;2.220446e-16;-1.110223e-16;-1.230241e-20;0;0;0;0;2.220446e-16;-1.110223e-16;1.665335e-16;45;0;2.220446e-16;1.958249e-16;2.220446e-16;4.25647e-20;-6.716953e-20;-1.110223e-16;-1.097342e-19;6.281792;1.110223e-16;-1.110223e-16;0
13.982371;47.02244;6.058328;0;0;0;0;-1.110223e-16;0;2.176756e-17;0;0;0;0;4.115308e-18;-1.151376e-16;5.962646e-17;45;0;7.950194e-17;7.81663e-17;-1.110223e-16;4.353512e-17;0;0;-4.353512e-17;6.01133;-1.110223e-16;1.110223e-16;0
15.595357;47.02244;5.744274;0;0;0;0;2.220446e-16;2.220446e-16;-1.068669e-17;0;0;0;0;2.327313e-16;2.113579e-16;1.068669e-17;45;0;1.424893e-17;1.485432e-16;2.220446e-16;-2.163946e-17;2.660709e-19;2.220446e-16;2.190553e-17;5.696598;4.440892e-16;-4.440892e-16;0
17.208343;47.02244;5.382302;0;0;0;0;0;-1.110223e-16;1.077232e-17;0;0;0;0;1.035563e-18;-1.120579e-16;5.654672e-17;45;0;7.539562e-17;7.505281e-17;0;2.180894e-17;-2.642948e-19;-1.110223e-16;-2.207324e-17;5.33337;-1.110223e-16;1.110223e-16;0
18.821329;47.02244;4.967419;0;0;0;0;-1.110223e-16;0;-1.702546e-19;0;0;0;0;2.610878e-22;-1.110226e-16;5.551141e-17;45;0;7.401521e-17;7.401513e-17;-1.110223e-16;-3.405092e-19;0;0;3.405092e-19;4.920929;-1.110223e-16;1.110223e-16;0
20.434315;47.02244;4.503215;0;0;0;0;2.220446e-16;0;1.702514e-19;0;0;0;0;2.220447e-16;-1.305392e-22;1.110224e-16;45;0;1.480299e-16;1.480299e-16;2.220446e-16;3.405029e-19;0;0;-3.405029e-19;4.458843;2.220446e-16;-2.220446e-16;0
22.047301;47.02244;3.982631;0;0;0;0;0;2.220446e-16;-1.038743e-17;0;0;0;0;2.225295e-16;-4.848741e-19;1.115072e-16;45;0;1.486762e-16;1.485149e-16;0;-2.18077e-17;1.032835e-18;2.220446e-16;2.284054e-17;3.952263;2.220446e-16;-2.220446e-16;0
23.660287;47.02244;3.433184;0;0;0;0;0;-1.110223e-16;1.039133e-17;0;0;0;0;9.642216e-19;-1.119865e-16;5.647537e-17;45;0;7.530049e-17;7.498116e-17;0;2.180607e-17;-1.023403e-18;-1.110223e-16;-2.282947e-17;3.397194;-1.110223e-16;1.110223e-16;0
25.273273;47.02244;2.822621;0;0;0;0;2.220446e-16;2.220446e-16;1.209016e-17;0;0;0;0;2.341348e-16;2.099545e-16;1.209016e-17;45;0;1.612021e-17;1.486866e-16;2.220446e-16;2.316773e-17;1.012587e-18;2.220446e-16;-2.215514e-17;2.793674;4.440892e-16;-4.440892e-16;0
26.886259;47.02244;2.170836;0;0;0;0;0;0;-1.090191e-17;0;0;0;0;1.090191e-17;-1.090191e-17;1.090191e-17;45;0;1.453588e-17;1.258844e-17;0;-2.180382e-17;0;0;2.180382e-17;2.134643;0;0;0
28.499246;47.02244;1.453144;0;0;0;0;2.220446e-16;2.220446e-16;2.97472e-17;0;0;0;0;2.517918e-16;1.922974e-16;2.97472e-17;45;0;3.966294e-17;1.519627e-16;2.220446e-16;2.595014e-17;3.354427e-17;2.220446e-16;7.594138e-18;1.422428;4.440892e-16;-4.440892e-16;0
30.112232;47.02244;0.681088;0;0;0;0;0;2.220446e-16;1.659782e-17;0;0;0;0;2.232784e-16;-1.233831e-18;1.122561e-16;45;0;1.496748e-16;1.492653e-16;0;0;3.319565e-17;2.220446e-16;3.319565e-17;0.658783;2.220446e-16;-2.220446e-16;0
31.725218;47.02244;-0.117281;0;0;0;0;2.220446e-16;0;-3.29348e-17;0;0;0;0;2.268267e-16;-4.78207e-18;1.158044e-16;45;0;1.544058e-16;1.528367e-16;2.220446e-16;-6.58696e-17;0;0;6.58696e-17;-0.118346;2.220446e-16;-2.220446e-16;0
-44.085126;45.409454;-14.190562;0;0;0;0;2.220446e-16;0;-4.80118e-18;0;0;0;0;2.221484e-16;-1.037654e-19;1.111261e-16;45;0;1.481681e-16;1.481335e-16;2.220446e-16;-9.602359e-18;0;0;9.602359e-18;-14.190642;2.220446e-16;-2.220446e-16;0
-42.47214;45.409454;-12.413785;0;0;0;0;2.220446e-16;2.220446e-16;-8.421e-18;0;0;0;0;2.304656e-16;2.136236e-16;8.421e-18;45;0;1.1228e-17;1.483488e-16;2.220446e-16;-1.089518e-17;-5.946818e-18;2.220446e-16;4.948363e-18;-12.453505;4.440892e-16;-4.440892e-16;0
-40.859154;45.409454;-10.748897;0;0;0;0;0;2.220446e-16;-1.539533e-18;0;0;0;0;2.220553e-16;-1.067375e-20;1.11033e-16;45;0;1.48044e-16;1.480404e-16;0;0;-3.079067e-18;2.220446e-16;-3.079067e-18;-10.791206;2.220446e-16;-2.220446e-16;0
-39.246168;45.409454;-9.199562;0;0;0;0;2.220446e-16;0;-2.451407e-17;0;0;0;0;2.247188e-16;-2.674184e-18;1.136965e-16;45;0;1.515953e-16;1.507118e-16;2.220446e-16;-4.902813e-17;0;0;4.902813e-17;-9.238613;2.220446e-16;-2.220446e-16;0
-37.633182;45.409454;-7.751861;0;0;0;0;0;-1.110223e-16;1.253901e-17;0;0;0;0;1.398555e-18;-1.124209e-16;5.690971e-17;45;0;7.587961e-17;7.541775e-17;0;2.178971e-17;3.288311e-18;-1.110223e-16;-1.85014e-17;-7.793388;-1.110223e-16;1.110223e-16;0
-36.020196;45.409454;-6.406827;0;0;0;0;2.220446e-16;2.220446e-16;-7.141471e-18;0;0;0;0;2.291861e-16;2.149031e-16;7.141471e-18;45;0;9.521961e-18;1.482592e-16;2.220446e-16;-1.089128e-17;-3.391663e-18;2.220446e-16;7.499617e-18;-6.44987;4.440892e-16;-4.440892e-16;0
-34.40721;45.409454;-5.167352;0;0;0;0;0;0;-2.178402e-17;0;0;0;0;2.178402e-17;-2.178402e-17;2.178402e-17;45;0;2.904536e-17;2.515401e-17;0;-4.356803e-17;0;0;4.356803e-17;-5.199882;0;0;0
-32.794224;45.409454;-4.002283;0;0;0;0;0;0;-2.178145e-17;0;0;0;0;2.178145e-17;-2.178145e-17;2.178145e-17;45;0;2.904193e-17;2.515105e-17;0;-4.356289e-17;0;0;4.356289e-17;-4.041315;0;0;0
-31.181238;45.409454;-2.928931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;-2.960826;0;0;0
-29.568251;45.409454;-1.918822;0;0;0;0;2.220446e-16;-1.110223e-16;1.275317e-17;0;0;0;0;2.225322e-16;-1.115099e-16;1.670211e-16;45;0;2.226948e-16;1.963779e-16;2.220446e-16;2.177951e-17;3.726829e-18;-1.110223e-16;-1.805268e-17;-1.957656;1.110223e-16;-1.110223e-16;0
-27.955265;45.409454;-0.991356;0;0;0;0;-1.110223e-16;0;2.72139e-18;0;0;0;0;6.666695e-20;-1.11089e-16;5.557782e-17;45;0;7.410376e-17;7.408155e-17;-1.110223e-16;5.44278e-18;0;0;-5.44278e-18;-1.024744;-1.110223e-16;1.110223e-16;0
-26.342279;45.409454;-0.134093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;-0.157383;0;0;0
-24.729293;45.409454;0.675181;0;0;0;0;0;2.220446e-16;7.564289e-18;0;0;0;0;2.22302e-16;-2.573907e-19;1.112797e-16;45;0;1.483729e-16;1.482872e-16;0;1.904443e-17;-3.915852e-18;2.220446e-16;-2.296028e-17;0.648655;2.220446e-16;-2.220446e-16;0
-23.116307;45.409454;1.421291;0;0;0;0;0;-1.110223e-16;2.375016e-17;0;0;0;0;4.867306e-18;-1.158896e-16;6.037846e-17;45;0;8.050461e-17;7.893221e-17;0;4.353076e-17;3.969564e-18;-1.110223e-16;-3.95612e-17;1.399798;-1.110223e-16;1.110223e-16;0
-21.503321;45.409454;2.119665;0;0;0;0;0;2.220446e-16;8.880438e-18;0;0;0;0;2.223992e-16;-3.545974e-19;1.113769e-16;45;0;1.485025e-16;1.483845e-16;0;2.176902e-17;-4.008149e-18;2.220446e-16;-2.577717e-17;2.100161;2.220446e-16;-2.220446e-16;0
-19.890335;45.409454;2.785301;0;0;0;0;0;2.220446e-16;-2.02405e-18;0;0;0;0;2.220631e-16;-1.844871e-20;1.110408e-16;45;0;1.480543e-16;1.480482e-16;0;0;-4.048099e-18;2.220446e-16;-4.048099e-18;2.752929;2.220446e-16;-2.220446e-16;0
-18.277349;45.409454;3.392017;0;0;0;0;0;2.220446e-16;-2.052098e-18;0;0;0;0;2.220636e-16;-1.896352e-20;1.110413e-16;45;0;1.48055e-16;1.480487e-16;0;1.132237e-21;-4.105329e-18;2.220446e-16;-4.106461e-18;3.348417;2.220446e-16;-2.220446e-16;0
-16.664363;45.409454;3.912337;0;0;0;0;-1.110223e-16;-1.110223e-16;-8.484865e-18;0;0;0;0;-1.025374e-16;-1.195072e-16;8.484865e-18;45;0;1.131315e-17;7.466051e-17;-1.110223e-16;-1.904835e-17;2.078619e-18;-1.110223e-16;2.112697e-17;3.880849;-2.220446e-16;2.220446e-16;0
-15.051377;45.409454;4.377196;0;0;0;0;2.220446e-16;0;-1.224081e-17;0;0;0;0;2.227174e-16;-6.727699e-19;1.116951e-16;45;0;1.489268e-16;1.48703e-16;2.220446e-16;-2.448163e-17;0;0;2.448163e-17;4.361546;2.220446e-16;-2.220446e-16;0
-13.438391;45.409454;4.821693;0;0;0;0;0;0;-1.087783e-17;0;0;0;0;1.087783e-17;-1.087783e-17;1.087783e-17;45;0;1.450377e-17;1.256063e-17;0;-2.175565e-17;0;0;2.175565e-17;4.793467;0;0;0
-11.825405;45.409454;5.196809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;5.171598;0;0;0
